,Unnamed: 0,technology_terms,id,category,sector,technology_group,technology,description,technology_term,source,priority,combined
1450,1450,bioplastic,745586,bioplastics,Industry,Use of innovative materials,bioplastics,"Technology of using renewable biomass materials in the manufacture of bioplastics, including biodegradable or compostable bioplastics.",bioplastic,https://www.ctc-n.org/technologies/bioplastics,1.0,Industry Use of innovative materials
1451,1451,waste management,724613,waste management,Human settlements,Waste management,waste management,"Technology of maximising efficiency of resource use in waste generation, segregation, transfer, sorting, treatment, recovery and disposal in an integrated manner. E.g. implementation of the 3R (reduce, reuse and recycle) principle.","“waste management”, “management of waste”",https://www.ctc-n.org/technologies/integrated-solid-waste-management,1.0,Human settlements Waste management
1452,1452,recycling,724613,recycling,Human settlements,Waste management,recycling,Technology of recycling product components and materials that are considered waste. Here does not include reuse of material in manufacturing processes.,recycling,https://www.ctc-n.org/technologies/product-component-and-materials-recycling,1.0,Human settlements Waste management
1453,1453,CCS,838031,carbon capture and storage,Industry,CCS,carbon capture and storage,"Also, “CCS” or “carbon sequestration”; technology of separating CO2 emissions generated through conventional power generation and industrial production processes, after which the compressed CO2 is transported to a suitable geological storage location.","“carbon capture and storage”, “carbon capture and sequestration”, “carbon sequestration”, CCS",https://www.ctc-n.org/technologies/co2-storage-technologies,1.0,Industry CCS
1454,1454,energy storage,841621,energy storage,Energy,Energy Storage,energy storage,"Technology of energy storage, such as batteries, pump systems or flywheels. Here does not mean energy storage in vehicles.","“energy storage”, “pump system”",http://www.b-t.energy/landscape/electricity/ultra-low-cost-electricity-storage/,1.0,Energy Storage
1455,1455,combined cycle,838014,combined cycle power plant,Energy,Energy System innovation,combined cycle power plant,"In power plants, technology of fuel-switching, or the replacement of fossil fuels with low-carbon fuels (e.g. replacing coal with natural gas).",“combined cycle”,https://www.ctc-n.org/technologies/natural-gas-combined-cycle-plants,1.0,Energy System innovation
1456,1456,energy storage,838077,energy storage,Energy,Energy Storage,energy storage,"Technology of energy storage, such as batteries, pump systems or flywheels. Here does not mean energy storage in vehicles.","“energy storage”, “pump system”",http://www.b-t.energy/landscape/electricity/ultra-low-cost-electricity-storage/,1.0,Energy Storage
1457,1457,renewable energy,838077,low GHG steel,Industry,Manufacturing innovation,low GHG steel,"In iron and steel industry, technology of significant emissions reductions from iron and steel production, such as replacement of coal with plant-based charcoal and reduction of iron oxide. Here does not include carbon capture and storage, waste heat reuse, introduction of gas turbines or of renewable energy sources.","“low GHG steel”, “carbon capture and storage”, “carbon capture and sequestration”, “carbon sequestration”, “waste heat reuse”, “gas turbine”, “renewable energy”",http://www.b-t.energy/landscape/manufacturing/low-ghg-steel/,1.0,Industry Manufacturing innovation
1458,1458,recycling,833408,recycling,Human settlements,Waste management,recycling,Technology of recycling product components and materials that are considered waste. Here does not include reuse of material in manufacturing processes.,recycling,https://www.ctc-n.org/technologies/product-component-and-materials-recycling,1.0,Human settlements Waste management
1459,1459,recycling,820331,recycling,Human settlements,Waste management,recycling,Technology of recycling product components and materials that are considered waste. Here does not include reuse of material in manufacturing processes.,recycling,https://www.ctc-n.org/technologies/product-component-and-materials-recycling,1.0,Human settlements Waste management
1460,1460,renewable energy,818012,low GHG steel,Industry,Manufacturing innovation,low GHG steel,"In iron and steel industry, technology of significant emissions reductions from iron and steel production, such as replacement of coal with plant-based charcoal and reduction of iron oxide. Here does not include carbon capture and storage, waste heat reuse, introduction of gas turbines or of renewable energy sources.","“low GHG steel”, “carbon capture and storage”, “carbon capture and sequestration”, “carbon sequestration”, “waste heat reuse”, “gas turbine”, “renewable energy”",http://www.b-t.energy/landscape/manufacturing/low-ghg-steel/,1.0,Industry Manufacturing innovation
1461,1461,energy storage,818012,energy storage,Energy,Energy Storage,energy storage,"Technology of energy storage, such as batteries, pump systems or flywheels. Here does not mean energy storage in vehicles.","“energy storage”, “pump system”",http://www.b-t.energy/landscape/electricity/ultra-low-cost-electricity-storage/,1.0,Energy Storage
1462,1462,tidal energy,815180,tidal energy,Energy,Hydro energy sources,tidal energy,A hydropower technology that converts the energy of tides into electricity or other useful forms of energy.,"“tidal energy”, “tidal power”",https://www.ctc-n.org/technologies/tidal-energy,1.0,Energy Hydro energy sources
1463,1463,soil management,817946,soil management,Agriculture,Resource saving,soil management,"Operations, practices and treatments used to protect soil and enhance its performance, such as leaving last season’s crop residue on the ground, planting cover crops, and controlling erosion.","“soil management”, “soil treatment”, “soil protection”, “management of soil”, “treatment of soil”, “protection of soil” ",http://www.b-t.energy/landscape/agriculture/soil-management-solutions-for-ghg-reduction-and-co2-storage/,0.0,Agriculture Resource saving
1464,1464,traffic management,815189,traffic management,Transport,Transport System innovation,traffic management,"Technology of ensuring smooth and efficient road traffic flow, fair access for different transport modes, safety of roads and streets for all users, minimisation of congestion, local pollution and noise, reduced greenhouse gas emissions, and other traffic management measures.","“traffic management”, “management of traffic”",https://www.ctc-n.org/technologies/traffic-management,1.0,Transport System innovation
1465,1465,energy storage,819069,energy storage,Energy,Energy Storage,energy storage,"Technology of energy storage, such as batteries, pump systems or flywheels. Here does not mean energy storage in vehicles.","“energy storage”, “pump system”",http://www.b-t.energy/landscape/electricity/ultra-low-cost-electricity-storage/,1.0,Energy Storage
1466,1466,recycling,821114,recycling,Human settlements,Waste management,recycling,Technology of recycling product components and materials that are considered waste. Here does not include reuse of material in manufacturing processes.,recycling,https://www.ctc-n.org/technologies/product-component-and-materials-recycling,1.0,Human settlements Waste management
1467,1467,recycling,821136,recycling,Human settlements,Waste management,recycling,Technology of recycling product components and materials that are considered waste. Here does not include reuse of material in manufacturing processes.,recycling,https://www.ctc-n.org/technologies/product-component-and-materials-recycling,1.0,Human settlements Waste management
1468,1468,recycling,821366,recycling,Human settlements,Waste management,recycling,Technology of recycling product components and materials that are considered waste. Here does not include reuse of material in manufacturing processes.,recycling,https://www.ctc-n.org/technologies/product-component-and-materials-recycling,1.0,Human settlements Waste management
