,technology_terms,id,category,sector,technology_group,technology,description,technology_term,source,priority,combined
1317,recycling,756165,recycling,Human settlements,Waste management,recycling,Technology of recycling product components and materials that are considered waste. Here does not include reuse of material in manufacturing processes.,recycling,https://www.ctc-n.org/technologies/product-component-and-materials-recycling,1.0,Human settlements Waste management
1318,photovoltaic,751159,solar PV,Energy,Solar energy sources,solar PV,Also “solar photovoltaic”; technology of using solar cells to convert solar radiation directly into electricity.,"photovoltaic, PV, “solar cell” ",https://www.ctc-n.org/technologies/solar-pv,1.0,Energy Solar energy sources
1319,PV,751159,solar PV,Energy,Solar energy sources,solar PV,Also “solar photovoltaic”; technology of using solar cells to convert solar radiation directly into electricity.,"photovoltaic, PV, “solar cell” ",https://www.ctc-n.org/technologies/solar-pv,1.0,Energy Solar energy sources
1320,PV,745601,solar PV,Energy,Solar energy sources,solar PV,Also “solar photovoltaic”; technology of using solar cells to convert solar radiation directly into electricity.,"photovoltaic, PV, “solar cell” ",https://www.ctc-n.org/technologies/solar-pv,1.0,Energy Solar energy sources
1321,renewable energy,754760,low GHG steel,Industry,Manufacturing innovation,low GHG steel,"In iron and steel industry, technology of significant emissions reductions from iron and steel production, such as replacement of coal with plant-based charcoal and reduction of iron oxide. Here does not include carbon capture and storage, waste heat reuse, introduction of gas turbines or of renewable energy sources.","“low GHG steel”, “carbon capture and storage”, “carbon capture and sequestration”, “carbon sequestration”, “waste heat reuse”, “gas turbine”, “renewable energy”",http://www.b-t.energy/landscape/manufacturing/low-ghg-steel/,1.0,Industry Manufacturing innovation
1322,biorefinery,745785,biorefinery design,Industry,Manufacturing innovation,biorefinery design,Technology of sustainable processing of biomass into marketable products and energy.,"biorefinery, “biorefinery design”",https://www.ctc-n.org/technologies/biorefinery,1.0,Industry Manufacturing innovation
1323,photovoltaic,775162,solar PV,Energy,Solar energy sources,solar PV,Also “solar photovoltaic”; technology of using solar cells to convert solar radiation directly into electricity.,"photovoltaic, PV, “solar cell” ",https://www.ctc-n.org/technologies/solar-pv,1.0,Energy Solar energy sources
1324,energy storage,744914,energy storage,Energy,Energy Storage,energy storage,"Technology of energy storage, such as batteries, pump systems or flywheels. Here does not mean energy storage in vehicles.","“energy storage”, “pump system”",http://www.b-t.energy/landscape/electricity/ultra-low-cost-electricity-storage/,1.0,Energy Storage
1325,renewable energy,744914,low GHG steel,Industry,Manufacturing innovation,low GHG steel,"In iron and steel industry, technology of significant emissions reductions from iron and steel production, such as replacement of coal with plant-based charcoal and reduction of iron oxide. Here does not include carbon capture and storage, waste heat reuse, introduction of gas turbines or of renewable energy sources.","“low GHG steel”, “carbon capture and storage”, “carbon capture and sequestration”, “carbon sequestration”, “waste heat reuse”, “gas turbine”, “renewable energy”",http://www.b-t.energy/landscape/manufacturing/low-ghg-steel/,1.0,Industry Manufacturing innovation
1326,reforestation,739739,afforestation,Agriculture,Forest protection,afforestation,"Also, “reforestation”; technology of direct conversion of non-forest land to forest land through planting, seeding, and/or promotion of natural seed sources.","afforestation, reforestation",https://www.ctc-n.org/technologies/forest-management-techniques-mitigation-redd,1.0,Agriculture Forest protection
1327,carbon sequestration,743569,carbon capture and storage,Industry,CCS,carbon capture and storage,"Also, “CCS” or “carbon sequestration”; technology of separating CO2 emissions generated through conventional power generation and industrial production processes, after which the compressed CO2 is transported to a suitable geological storage location.","“carbon capture and storage”, “carbon capture and sequestration”, “carbon sequestration”, CCS",https://www.ctc-n.org/technologies/co2-storage-technologies,1.0,Industry CCS
1328,recycling,730323,recycling,Human settlements,Waste management,recycling,Technology of recycling product components and materials that are considered waste. Here does not include reuse of material in manufacturing processes.,recycling,https://www.ctc-n.org/technologies/product-component-and-materials-recycling,1.0,Human settlements Waste management
1329,waste management,745746,waste management,Human settlements,Waste management,waste management,"Technology of maximising efficiency of resource use in waste generation, segregation, transfer, sorting, treatment, recovery and disposal in an integrated manner. E.g. implementation of the 3R (reduce, reuse and recycle) principle.","“waste management”, “management of waste”",https://www.ctc-n.org/technologies/integrated-solid-waste-management,1.0,Human settlements Waste management
1330,biorefinery,745746,biorefinery design,Industry,Manufacturing innovation,biorefinery design,Technology of sustainable processing of biomass into marketable products and energy.,"biorefinery, “biorefinery design”",https://www.ctc-n.org/technologies/biorefinery,1.0,Industry Manufacturing innovation
1331,renewable energy,748969,low GHG steel,Industry,Manufacturing innovation,low GHG steel,"In iron and steel industry, technology of significant emissions reductions from iron and steel production, such as replacement of coal with plant-based charcoal and reduction of iron oxide. Here does not include carbon capture and storage, waste heat reuse, introduction of gas turbines or of renewable energy sources.","“low GHG steel”, “carbon capture and storage”, “carbon capture and sequestration”, “carbon sequestration”, “waste heat reuse”, “gas turbine”, “renewable energy”",http://www.b-t.energy/landscape/manufacturing/low-ghg-steel/,1.0,Industry Manufacturing innovation
1332,renewable energy,775225,low GHG steel,Industry,Manufacturing innovation,low GHG steel,"In iron and steel industry, technology of significant emissions reductions from iron and steel production, such as replacement of coal with plant-based charcoal and reduction of iron oxide. Here does not include carbon capture and storage, waste heat reuse, introduction of gas turbines or of renewable energy sources.","“low GHG steel”, “carbon capture and storage”, “carbon capture and sequestration”, “carbon sequestration”, “waste heat reuse”, “gas turbine”, “renewable energy”",http://www.b-t.energy/landscape/manufacturing/low-ghg-steel/,1.0,Industry Manufacturing innovation
1333,PV,774973,solar PV,Energy,Solar energy sources,solar PV,Also “solar photovoltaic”; technology of using solar cells to convert solar radiation directly into electricity.,"photovoltaic, PV, “solar cell” ",https://www.ctc-n.org/technologies/solar-pv,1.0,Energy Solar energy sources
1334,energy storage,714581,energy storage,Energy,Energy Storage,energy storage,"Technology of energy storage, such as batteries, pump systems or flywheels. Here does not mean energy storage in vehicles.","“energy storage”, “pump system”",http://www.b-t.energy/landscape/electricity/ultra-low-cost-electricity-storage/,1.0,Energy Storage
1335,photovoltaic,746954,solar PV,Energy,Solar energy sources,solar PV,Also “solar photovoltaic”; technology of using solar cells to convert solar radiation directly into electricity.,"photovoltaic, PV, “solar cell” ",https://www.ctc-n.org/technologies/solar-pv,1.0,Energy Solar energy sources
1336,biofuel,745967,biofuel,Transport,Transport Fuel,biofuel,"Technology of producing or using biofuel, or vegetable oil- or animal fat-based fuel consisting of long-chain alkyl (methyl, ethyl, or propyl) esters.",biofuel,https://www.ctc-n.org/technologies/biodiesel-0,1.0,Transport Fuel
